ANALYST,ESTIMID,COUNT_RECOM,COUNT_TP
MACLEAN R,JANNEY,3,9
MACLEAN/BLYTH,KEARNS,1,0
MACLEOD S,BURNS,14,156
MACMILLAN R,JEFFEREG,101,544
MACMILLAN R,RBCDOMIN,49,368
MACNEIL A,TDSI,17,18
MACPHERSON I,PIPER,76,637
MACPHERSON I,SIMMONS,36,3
MACPHERSON/AL,SIMMONS,7,0
MACQUEEN I,DEACON,4,23
MACQUEEN I,DLOUHY,1,0
MACQUEEN I,KEARNS,4,1
MACQUEEN I,WOODGUND,1,1
MACRURY C,CANACCOR,34,82
MACRURY C,TDSI,1,1
MACRUZ T,ITAU,3,14
MACRUZ T,OLMSTEAD,0,1
MACWILLIAMS R,FRCLAYSC,18,132
MACWILLIAMS R,STEPHENS,5,52
"MACWILLIAMS, R",FRCLAYSC,5,0
MACZKA K,SCOTT,79,195
MADEL B,RENCAP,3,0
MADHUKAR K,BEAR,3,3
MADHUKAR K,LAWRENCE,28,126
MADHUKAR K,ROBINSON,0,16
MADRID J,MERRILL,0,2
MADSEN H,ARCTIC,1,2
MAEDER A,PIPER,23,202
MAENHAUT M,JBEF,5,0
MAGDLEN F,ROBINGRP,20,39
MAGEAU L,GOEPEL,3,5
MAGEE D,MERRILL,0,1
MAGEE D,ROBINSON,102,578
MAGEE J,GRIFFMCB,0,40
MAGELIE M,ABG,4,9
MAGELIE/HAGEN,ABG,2,5
MAGELIE/HOST,ABG,10,14
MAGERS S,WHEAT,5,0
MAGI E,BEREN,5,10
MAGNER J,MACQUARI,73,471
MAGNER J,TRISTONE,44,174
MAGO A,JEFFEREG,0,3
MAGUIRE B,GOLDMAN,99,731
MAGUIRE E,CLALEXHK,25,135
MAGUIRE E,CLUSA,45,174
MAGUIRE M,MIDEST,1,7
MAH D,DAVIDSON,0,1
MAH D,DEACON,15,0
MAH S,PIPER,18,75
MAH/MARTIN,DAVIDSON,0,1
MAH/MARTIN,PETERSCO,2,0
MAHABIR A,UTENDAHL,2,10
MAHAFFEY C,VENTURER,3,1
MAHAL A,DEACON,6,11
MAHANEY M,EVERCO,41,340
MAHANEY M,OLMSTEAD,0,1
MAHANEY M,RBCDOMIN,152,792
MAHANEY M,WHEAT,0,0
MAHER B,BREAN,12,25
MAHER B,CITASEC,23,62
MAHER B,CLALEXHK,0,1
MAHER B,CRAIG,30,95
MAHER B,FRIEDMAN,102,485
MAHER B,UNTERBUR,11,18
MAHER J,HALLUM,27,57
MAHER K,SINGRES,12,41
MAHER R,CAPSTONE,10,13
MAHER R,HUDSONSQ,4,3
MAHER S,MORGAN,9,4
MAHLER H,DNC,2,5
MAHON P,SUMMCAP,11,33
MAHONEY T,CLEVELAN,3,0
MAHTANI V,MERRILL,1,3
MAI(MAK) Y,CMCCS,1,0
MAIDI R,BEREN,3,7
MAIER J,MERRILL,9,0
MAIER K,MAINFRST,1,0
MAIETTA J,NEEDHAM,42,118
MAIKIS L,MERRILL,34,0
MAILE R,CENKSEC,4,0
MAILE R,FZENOVEC,2,0
MAILE R,JPMORGAN,5,12
MAILE R,PANME,5,17
MAILMAN C,MCDONALD,90,169
MAINS R,MKEEGAN,37,148
MAINS R,STIFEL,7,36
MAINS/BERNSTEIN,STIFEL,0,8
MAINWARING J,ATLANEQU,12,51
MAIORANA B,WHEAT,105,0
MAIRS W,NOMURAUS,2,9
MAJEK R,CJSSECUR,3,22
MAJEK R,RAYMOND,6,34
MAJORS B,CFRANOWM,0,1
MAJORS B,SUSQUEH,95,1018
MAJUMDAR I,BAPTISTA,1052,2442
MAJUMDAR I,CFRANOWM,0,10
MAJUMDAR I,FBOSTON,0,2
MAK D,ARETE,9,26
MAK E,CMCCS,1,0
MAK H,SPROTTSE,9,23
MAKLARI S,FBOSTON,39,178
MAKLARI S,GOLDMAN,52,582
MAKRIS J,BREAN,11,16
MAKRIS J,BRIGANUS,11,11
MAKRIS J,MIZUSEC,51,156
MAKRIS J,STIFEL,0,1
MALAFOSSE S,ODDO,1,1
MALAIYA R,MERRILL,14,52
MALANGA M,STANFIN,3,6
MALAT S,GOLDMAN,36,171
MALCOLM S,ARETE,8,20
MALCOLM S,BEESON,1,0
MALCOLM S,REDBURN,9,12
MALDE K,ATLANEQU,46,235
MALDE K,CFRANOWM,0,1
MALDE K,REDBURN,6,10
MALDONADO A,HCWAIN,2,11
MALEK C,JPMORGAN,2,0
MALEK S,MERRILL,6,29
MALEKAR S,PIPER,1,11
"MALEKAR, PH.D S",PIPER,3,0
MALETIC J,MCLEOD,7,15
MALHOTRA P,DEACON,0,5
MALHOTRA R,BERN,2,13
MALHOTRA S,FBOSTON,0,1
MALHOTRA S,GOLDMAN,18,38
MALHOTRA S,MCLEOD,12,0
MALHOTRA S,MERRILL,8,37
MALHOTRA S,NOMURAUS,11,18
MALHOTRA S,RBCDOMIN,24,129
MALHOTRA S,STERNE,10,40
MALHOTRA V,MIZUSEC,19,98
MALHOTRA V,MORGAN,152,420
MALIK A,MERRILL,1,2
MALIK A,MORGAN,55,89
MALIK N,OCTAGON,3,0
MALIK N,UKMATRIX,2,1
MALIK R,SIDOTI,2,0
MALKIN N,RBCDOMIN,1,3
MALKIN N,SCOAST,24,199
MALLELA C,FRCLAYSC,19,79
MALLELA C,FRIEDMAN,0,1
MALLET/HOURI,CDC,0,6
MALLIN D,WBBSECUR,9,9
MALLIN-JONES P,CFRANOWM,0,1
MALLIN/BROZAK,WBBSECUR,45,51
MALLOY C,STEPHENS,48,154
MALLOY M,GOLDMAN,1,42
MALLOY M,JOHNRICE,269,946
MALLOY M,MERRILL,0,1
MALLY E,IMPERCAP,3,14
MALNAK S,WILLIAMC,1,1
MALONE E,MCDONALD,24,34
MALONE E,WNDRLICH,24,60
MALONE J,GHUNTER,57,65
MALONE J,MIZUSEC,20,47
MALONE J,TICON,2,3
MALONEY R,MORGAN,5,6
MALOUF M,CRAIG,92,323
MALOUF M,MERRILL,0,1
MALTARP D,FBOSTON,3,4
MALTBIE R,SINGRES,7,24
MALTERUDBAKKE S,ARCTIC,11,0
MALTERUDBAKKEN S,ARCTIC,0,58
MALYKH N,FINRUS,5,5
MAMEDE J,SANINVLC,1,3
MAMEDOV G,GOLDMAN,1,16
MAMEGANO K,MERRILL,3,0
MAMMOLA P,SIDOTI,26,59
MAMMONE C,LAWRENCE,14,102
MAMTANI M,FRIEDMAN,74,333
MAMTANI M,GOLDMAN,0,1
MAMTANI M,MERRILL,0,1
MAMTANI/KAZMI,FRIEDMAN,0,1
MAMTANI/ZHI,FRIEDMAN,0,2
MAMTORA K,BURNS,17,140
MANAKER S,FAHN,30,71
MANAKER S,MERRILL,0,1
MANAKER S,POINT,6,44
MANAKER S,STIFEL,30,230
MANCINI C,GABELLCO,6,0
MANDEL D,CONSUMER,4,25
MANDEL M,HALLUM,24,87
MANDEL M,MIDEST,13,22
MANDEL M,OLMSTEAD,2,2
MANDEL M,PACGROW,9,0
MANDEVILLE C,JEFFEREG,27,297
MANDEVILLE C,LOOPCAMA,0,1
MANDLOI M,FBOSTON,33,212
MANDLOI M,MIZUSEC,12,26
MANDUCA M,MERRILL,38,78
MANEATY C,BURNS,31,92
MANEATY C,GKM,87,346
MANESIOTIS O,BEREN,1,0
MANFREDINI P,GOLDMAN,2,3
MANFREDINI P,ITAU,2,2
MANGAT K,SALMAN,6,0
MANGER D,MRNGSTAR,3,2
MANGINI T,HALLUM,2,7
MANI N,JPMORGAN,6,5
MANIAR S,FGS,1,0
MANIBHANDU S,NBADSEC,1,1
MANIHANI M,JPMORGAN,2,7
MANLEY M,ARNHOLDB,2,3
MANN D,JOHNRICE,124,0
MANN J,FRCLAYSC,8,8
MANN L,GOLDMAN,20,0
MANN P,MERRILL,22,144
MANN P,MORGAN,39,55
MANNA G,KEEFE,2,46
MANNES D,AVONDALE,57,372
MANNHART U,FEARNLEY,1,10
MANNHEIMER E,HALLUM,4,0
MANNHEIMER E,SUMMCAP,21,0
MANNHEIMER E,TOPEKA,27,0
MANNHEIMER G,AURIGA,52,146
MANNHEIMER G,BRILEY,22,70
MANNHEIMER G,HALLUM,0,4
MANNHEIMER G,SUMMCAP,15,191
MANNHEIMER G,TOPEKA,0,108
MANNING A,BEREN,4,20
MANNING A,MERRILL,1,2
MANNING K,BURNS,9,24
MANNING K,GKM,6,13
MANOCHEHRY S,DEACON,8,0
MANPURIA N,MERRILL,2,4
MANSKY P,CANACCOR,43,102
MANSKY P,CANTORFZ,20,49
MANSKY/BENSON,CANACCOR,0,3
MANSO C,SOGENED,11,43
MANSON-HING R,WOODGUND,8,13
MANSSON PERRO C,MORGAN,1,0
MANSSON-PERRO C,MORGAN,1,0
MANSSON-PERRONE C,MORGAN,0,9
MANTERO P,MCLEOD,3,0
MANTHEY D,CFRANOWM,0,13
MANUEL C,MCDONALD,40,119
MANUEL C,WHEAT,52,71
MANUEL W,EDISON,0,1
MANUILOW B,AMERTECH,3,7
MAO A,SUSQUEH,16,65
MAO J,CICC,2,3
MAO M,FBOSTON,0,1
MAO Q,CICC,2,8
MAO Y,MORGAN,2,2
MARAACHLIAN H,SPROTTSE,3,6
MARAI C,FAHN,33,59
MARAI C,INSTINET,33,87
MARAI C,NOMURAUS,24,48
MARAI C,OLMSTEAD,7,16
"MARAI, PH.D. C",OLMSTEAD,4,0
MARAI/NOCHOMOVITZ,FAHN,0,1
MARAIS P,INVESKS,6,6
MARAL K,EVERCO,1,5
MARAL K,RBCDOMIN,25,144
MARAL K,ROSSEC,0,3
MARANDON-CARL M,ODDO,4,0
MARANDON-CARLHIAN M,ODDO,0,17
MARANGI C,GABELLCO,40,0
MARANGO J,CRUTTEN,19,40
MARAVANYIKA E,MERRILL,2,12
MARCHAND X,LAWRENCE,0,5
MARCHESIN D,EUROMOB,1,0
MARCHETTI J,MORGAN,0,1
MARCHETTI J,STIFEL,21,112
MARCHON V,RBCDOMIN,20,293
MARCKX B,ZACKSINV,66,56
MARCO J,JANNEY,1,0
MARCON D,JBEF,1,4
MARCON M,CFRANOWM,0,3
MARCONDES L,MERRILL,1,10
MARCOS A,INTERCAM,1,2
MARCUS D,MKMPARTN,9,32
MARCUS D,TICON,2,1
MARCUS J,JPMORGAN,3,23
MARCUS M,SIDOTI,7,9
MARCUS R,JPMORGAN,59,524
MARCUSE I,MCDONALD,69,121
MARCUSE I,NORTHRES,10,10
MARCZAK M,BREBANK,1,0
MARDEN K,JEFFEREG,3,0
MAREK K,LAWRENCE,5,38
MARESCA S,MORGAN,261,925
MARGAIN A,PUNTA,2,2
MARGIOTTA L,MERRILL,1,19
MARGOLIN S,DAHLROSE,24,46
MARGOLIN S,GHUNTER,9,15
MARGOLIN S,WOLFE,76,467
MARIA LEE J,DAEWOO,2,0
MARIANI L,ALLISEC,35,131
MARIANI L,CRUTTEN,24,115
MARIANI L,MCDONALD,50,451
MARIANI L,MKMPARTN,21,72
MARIANI L,RBCDOMIN,74,983
MARIANI P,MERRILL,10,13
MARIETTA M,STEPHENS,64,344
MARILINGA M,FGS,3,0
MARIN M,ZACKSINV,0,4
MARINAC C,CFRANOWM,0,1
MARINAC C,FIG,269,973
MARINAC C,JANNEY,94,739
MARINCEK J,JOLSON,1,4
MARINO M,CANACCOR,0,1
MARINO M,STEPHENS,31,146
MARINO/KELLER,STEPHENS,0,7
MARIS D,BURNS,21,68
MARIS D,CLUSA,18,31
MARIS D,GKM,12,23
MARIS D,WHEAT,30,133
MARK G,HAYWOOD,19,40
MARKEY K,GRIFFIN,54,111
MARKGRAFF A,MCDONALD,6,48
MARKIDIS M,DESJARD,7,0
MARKIDIS M,FBOSTON,0,1
MARKIDIS M,RBCDOMIN,1,4
MARKOVICH B,CANTORFZ,1,3
MARKOWITZ J,FBOSTON,0,5
MARKOWITZ J,MORGAN,0,3
MARKS W,JOLSON,43,227
MAROCCIA A,BEREN,22,131
MAROK A,INSTINET,4,11
MAROK A,RAYMOND,25,79
MAROSTICA M,PIPER,72,328
MAROTTA S,CLKA,71,320
MAROUKA N,CANACCOR,13,140
MAROUKA N,CRTCAP,0,1
MAROUKA N,RBCDOMIN,0,1
MARQUARDT A,EVERCO,41,261
MARQUARDT A,FOXPITT,21,162
MARQUARDT A,MACQUARI,13,34
MARQUES N,REDBURN,4,2
MARQUIORI L,PACMAN,3,10
MARRIN J,CLALEXHK,3,9
MARRIN J,JEFFEREG,8,28
MARRONE J,ACCOUNT,6,39
MARRONE J,FBOSTON,0,1
MARRONE J,SINGRES,5,14
MARS R,ATLANEQU,24,167
MARSCH P,BEREN,1,0
MARSCHALLINGE M,FAB,1,0
MARSDEN M,SAMSNGFK,1,1
MARSH A,ATLANEQU,11,22
MARSH A,JANNEY,17,48
MARSH D,SINGRES,2,17
MARSH J,PIPER,85,281
MARSH L,FRCLAYSC,61,288
MARSH L,LEHMAN,1,34
MARSHALL B,AMERTECH,18,112
MARSHALL B,ISIGROUP,39,48
MARSHALL C,SCOAST,33,203
MARSHALL E,SIDOTI,89,497
MARSHALL M,MORGAN,178,581
MARSHALL R,VIRGINIA,6,9
MARSHALL W,FRCLAYSC,4,33
MARSHALL-LOCK S,JEFFEREG,9,0
MARSHALL-LOCKYER S,JEFFEREG,0,10
MARSHBANKS T,FIRSANAL,18,32
MARSHBANKS/LE,FIRSANAL,1,0
MARSHBANKS/LEONARD,FIRSANAL,0,2
MARTIN B,FIG,107,631
MARTIN B,HOWEBARN,31,24
MARTIN B,JANNEY,29,411
MARTIN B,LAWRENCE,6,7
MARTIN D,BLURTON,54,97
MARTIN D,DEACON,20,20
MARTIN D,LAWRENCE,57,314
MARTIN D,RBCDOMIN,0,2
MARTIN G,JEDAVY,1,1
MARTIN H,BERN,2,4
MARTIN J,CRUTTEN,63,368
MARTIN J,PETERSCO,3,6
MARTIN L,MEDIAMET,22,69
MARTIN L,NEEDHAM,93,386
MARTIN L,OLMSTEAD,0,1
MARTIN N,CFRANOWM,0,1
MARTIN N,THEBENCH,15,73
MARTIN P,CANTORFZ,10,45
MARTIN P,JOLSON,177,408
MARTIN P,MRNGSTAR,6,0
MARTIN T,EXANE,2,3
MARTIN T,STIFEL,3,2
MARTIN T,WEISEL,2,3
MARTIN/DOLAN,CRUTTEN,0,2
MARTIN/MAH,PETERSCO,6,76
MARTINEZ DE O J,MORGAN,46,0
MARTINEZ DE OLCOZ J,MORGAN,0,109
MARTINEZ G,VALORES,1,0
MARTINEZ R,SPARTANC,3,3
MARTINEZ S,BEAR,2,8
MARTINEZ S,CAPELEUR,20,45
MARTINEZ S,JPMORGAN,89,254
MARTINO M,MCDONALD,3,2
MARTINS F,GRIFFMCB,1,0
MARTINS L,TAGLICH,6,29
MARTINS LEITE F,GRIFFMCB,1,0
MARTINS R,JEFFEREG,10,13
MARTINS R,LAZARD,10,36
MARTINS S,WBBSECUR,1,2
MARTINUZZI E,CRAIG,70,155
MARTINUZZI E,LAKES,106,589
MARTINUZZI E,MERRILL,0,3
MARTINUZZI E,NOBE,0,1
MARTOGLIO J,JPMORGAN,3,15
MARUICHI R,SANINVLC,4,6
MARUOKA N,CANACCOR,10,0
"MARUOKA, MSC, N",CANACCOR,1,0
MARYASIS I,AEGISCAP,9,8
MARYASIS I,AVONDALE,14,30
MARZEA C,FRCLAYSC,1,1
MARZEA C,MERRILL,2,6
MASDAL J,DNC,2,3
MASDEA M,FBOSTON,3,0
MASLEN B,MERRILL,27,222
MASOJADA J,FBOSTON,0,1
MASON B,SUSQUEH,3,34
MASON G,KEEFE,33,177
MASON G,STIFEL,15,6
MASON H,BERN,0,1
MASON H,RENMACRO,34,51
MASON K,ERARES,5,5
MASON L,EXANE,2,11
MASON P,BURNS,2,50
MASON P,EVANSPA,1,0
MASON R,CFRANOWM,0,8
MASON/SCEE,RENMACRO,2,1
MASON/WARD,KEEFE,23,25
MASON/WARD,STIFEL,20,25
MASSARO M,BTIG,33,218
MASSARO M,CANACCOR,38,440
MASSARO M,MIZUSEC,0,1
MASSOCCA J,FRIEDMAN,9,9
MASSOCCA J,LADENBUR,37,114
MASSOCCA J,MCLEOD,0,1
MASSOCCA J,SCOAST,0,1
MASSOUD P,STIFEL,21,97
MASTIN T,BLAIR,10,0
MASTROGIOVANN J,FBOSTON,15,0
MASTROGIOVANNI J,FBOSTON,0,35
MASUCCI M,CANACCOR,8,72
MASUREKAR M,KAUFBRO,7,21
MASUREKAR M,UNTERBUR,10,25
MASVOULAS I,RBCDOMIN,1,0
MATERNE K,EVERCO,140,843
MATERNE K,MONTSEC,6,64
MATERNE K,RAFFERTY,15,33
MATERNE S,EVERCO,6,0
MATEVOSSOV I,ALFABANK,3,14
MATEVOSSOV I,DKB,0,2
MATHISEN E,DNC,2,6
MATHISEN E,MERRILL,0,1
MATHISEN E,SCOAST,0,1
MATHISON M,SINGRES,11,23
MATHIVANAN D,CFRANOWM,0,1
MATHIVANAN D,FRCLAYSC,15,266
MATHIVANAN D,LAWRENCE,7,31
MATHIVANAN D,SUSQUEH,0,4
MATHIVANAN D,WOLFE,34,310
MATHONSI N,INVESKS,4,0
MATKAR U,FGS,2,0
MATORIN A,BEAR,3,6
MATOT E,ODDO,1,0
MATSON M,CFRANOWM,0,1
MATSON M,CRUTTEN,0,1
MATSON M,MERRILL,0,1
MATSON M,MIZUSEC,45,153
MATSON M,NEEDHAM,171,656
MATSON M,WHEAT,42,1
MATSUMURA T,SANINVLC,2,3
MATTAR F,FRCLAYSC,3,12
MATTAR F,GOLDMAN,19,151
MATTEIS P,LEERINK,26,197
MATTEIS P,STIFEL,48,338
MATTEN J,WOLFE,0,6
MATTHEW O,CLALEXHK,1,0
MATTHEWS B,BEREN,9,27
MATTHEWS T,ALTACORP,6,2
MATTISON G,LAZARD,41,87
MATTSON G,LADENBUR,54,211
MATTSON G,SIDOTI,9,27
MATTSON R,SUMMCAP,11,20
MATUSHANSKY M,RBCDOMIN,1,5
MATUSZEWSKI J,JEFFEREG,22,338
"MATUSZEWSKI, J",JEFFEREG,5,0
MATVEEV M,CHARTHSE,5,0
MATVEEV M,FURMAN,4,0
MAUER T,RSPLATOU,14,43
MAUGERI M,WOLFE,9,47
MAUGHAN B,CANACCOR,4,0
MAUGHAN W,CANACCOR,4,37
"MAUGHAN, PH.D B",CANACCOR,17,0
MAULE A,MERRILL,5,7
MAURER C,CLALEXHK,11,43
MAURER C,CLUSA,53,170
MAURER C,JANNEY,0,1
MAURICIO J,ARETE,3,13
MAURO N,SIDOTI,29,0
MAURY F,ODDO,2,0
MAVJEE/NIELSE,CHEVREUX,1,0
MAVJEE/NIELSEN,CHEVREUX,0,3
MAVRINAC D,JEFFEREG,91,707
MAVRINAC D,JPMORGAN,0,1
MAWDSLEY J,ALTACORP,1,2
MAXA J,SUMMCAP,85,269
MAXA/MILLWARD,SUMMCAP,2,2
MAXIMILIANO E,BRADESCO,3,1
MAXWELL C,JPMORGAN,1,0
MAXWELL C,WEEDEN,5,4
MAY C,MACQUARI,71,0
MAY C,SIDOTI,3,0
MAY H,EVERCO,0,1
MAY H,MACQUARI,8,449
MAY K,CFRANOWM,0,1
MAY K,MERRILL,0,1
MAY K,SCOAST,38,353
MAY K,SIDOTI,0,4
MAY M,FRCLAYSC,39,71
MAY M,FULGLO,17,66
MAY M,MPOWER,32,169
MAY M,NEEDHAM,47,102
MAY M,SHIELD,35,192
MAY M,TICON,16,25
MAYA H,MCLEOD,2,3
MAYER C,MERRILL,96,401
MAYMON J,BEREN,7,44
MAYNARD J,FBOSTON,6,4
MAYNARD J,WHEAT,43,0
MAYO M,BURNS,0,1
MAYO M,CLALEXHK,31,205
MAYO M,CLUSA,44,232
MAYO M,LAWRENCE,17,125
MAYO M,RBCDOMIN,0,1
MAYO M,WHEAT,49,457
MAYO W,LEERINK,25,203
MAYO W,STEPHENS,4,27
MAYORGA TORRE F,TPCG,5,0
MAYORGA TORRES F,TPCG,0,7
MAZAR M,BURNS,36,160
MAZARI H,CRTCAP,22,25
MAZARI H,FBOSTON,69,236
MAZARI H,JEFFEREG,16,329
MAZARI H,JPMORGAN,0,0
MAZARI H,MACQUARI,38,185
"MAZARI, CPA H",JEFFEREG,8,0
MAZUMDAR J,CANACCOR,9,0
MAZZAFERRO A,GOLDMAN,3,27
MAZZAFERRO A,MACQUARI,62,242
MAZZONI J,WHEAT,7,9
MCADOO B,AVONDALE,48,107
MCADOO B,IMPERCAP,33,198
MCADOO R,IMPERCAP,7,0
MCALLISTER M,MITUSA,27,212
MCALLISTER M,STERNE,31,10
MCALLISTER R,RTXSECS,3,0
MCALLISTER/RE,STERNE,2,0
MCALLISTER/REZVAN,STERNE,0,2
MCAULEY S,KEARNS,4,9
MCCABE B,FAHN,7,6
MCCABE K,SIDOTI,5,6
MCCAFFREY H,GOLDMAN,2,21
"MCCAFFREY, CF H",GOLDMAN,1,0
MCCALL M,GHUNTER,43,134
MCCALL M,SCOTT,57,227
MCCALLUM C,FBOSTON,11,8
MCCANLESS J,CRTCAP,23,42
MCCANLESS J,GUGGEL,73,125
MCCANLESS J,MIDEST,13,38
MCCANLESS J,OLMSTEAD,106,584
MCCANLESS J,STERNE,39,116
MCCANLESS J,TOPEKA,7,6
MCCANN F,STANFIN,2,5
MCCANN J,POORSTAN,57,72
MCCANN M,CLEVELAN,3,1
MCCARTHY A,IMTRUST,1,3
MCCARTHY B,NOBE,40,29
MCCARTHY B,RTXSECS,6,0
MCCARTHY B,SIDOTI,4,11
MCCARTHY B,SINGRES,2,2
MCCARTHY J,MAXIM,228,591
MCCARTHY K,GHUNTER,0,1
MCCARTHY K,MERRILL,92,642
MCCARTHY K,MONTSEC,3,85
MCCARTHY K,VERTRESP,95,817
MCCARTHY M,BEAR,4,10
MCCARTHY P,FRIEDMAN,51,200
MCCARTHY R,CANTORFZ,0,1
MCCARTHY R,CAPELEUR,0,0
MCCARTHY R,DAWSON,0,1
MCCARTHY R,MERRILL,0,1
MCCARTHY R,MIZUSEC,0,1
MCCARTHY R,MONTSEC,0,7
MCCARTHY R,MORGAN,0,0
MCCARTHY R,NATLSEC,0,1
MCCARTHY R,STEPHENS,16,184
MCCARTHY R,STIFEL,25,423
MCCARVER B,STEPHENS,91,269
MCCLELLAN R,HISPANO,1,0
MCCLINTOCK J,IMTRUST,0,1
MCCLINTOCK J,PARETO,1,2
MCCLINTOCK M,FRCLAYSC,61,270
MCCLINTOCK M,RAYMOND,20,56
MCCLINTOCK/GREENE,PARETO,0,1
MCCLOSKEY M,MCNICOLL,4,0
MCCOLL A,BERN,1,0
MCCOLL D,MRNGSTAR,3,0
MCCONNELL M,MCDONALD,29,44
MCCONNELL M,PACCREST,56,208
MCCONNELL M,RBCDOMIN,29,219
MCCORMACK M,BEAR,1,2
MCCORMACK M,BGBSEC,21,59
MCCORMACK M,BRIGANUS,8,14
MCCORMACK M,FRIEDMAN,4,18
MCCORMACK M,GUGGEL,20,89
MCCORMACK M,JEFFEREG,41,181
MCCORMACK M,JPMORGAN,47,101
MCCORMACK M,NOMURAUS,39,122
MCCORMACK R,MACQUARI,1,0
"MCCORMACK, CF M",GUGGEL,2,0
MCCORMICK A,JPMORGAN,0,186
MCCORMICK R,MACQUARI,0,2
MCCOUBREY D,VERISEAR,14,6
MCCOURT T,MKEEGAN,44,146
MCCOURT T,RAYMOND,109,174
MCCOY D,BREAN,9,21
MCCOY D,WNDRLICH,13,34
MCCREA J,ALTACORP,2,0
MCCREA J,GOEPEL,17,0
MCCROHAN T,CLALEXHK,21,79
MCCROHAN T,JANNEY,57,176
MCCROHAN T,MIZUSEC,20,131
MCCROHAN T,STERNE,14,0
MCCULLOCH V,RBCDOMIN,1,4
MCCUTCHEON S,RAYMOND,0,1
MCDERMOTT D,CFRANOWM,0,1
MCDERMOTT D,MORGAN,152,863
MCDONALD C,FAHN,25,136
MCDONALD C,OPPEN,2,11
MCDONALD J,BERN,31,424
MCDONALD J,JPMORGAN,1,2
MCDONALD J,MONTSEC,1,9
MCDONALD P,AURIGA,23,27
MCDONALD P,WSACCESS,2,8
MCDONALD S,CROSSRE,0,1
MCDONALD S,GRIFFMCB,1,0
MCDONOUGH R,FAHN,0,8
MCDONOUGH R,FBOSTON,1,3
MCDONOUGH R,GUGGEL,4,19
MCDONOUGH T,JOLSON,2,13
"MCDONOUGH, CF R",FAHN,1,0
"MCDONOUGH, CF R",GUGGEL,6,0
MCDOWELL G,JOLSON,55,230
MCDOWELL G,MORGAN,0,1
MCELROY C,MONTSEC,7,103
MCEVOY F,CRAIG,17,31
MCEVOY T,CFRANOWM,0,2
MCEVOY T,CLKA,0,1
MCEVOY T,FAHN,105,165
MCEVOY T,FBOSTON,0,1
MCEVOY T,STEPHENS,116,868
MCEVOY T,STERNE,17,13
MCEWEN B,WOODGUND,5,8
MCFADDEN B,MCDONALD,17,11
MCFADDEN B,PACCREST,13,36
MCFADGEN D,MERRILL,0,1
MCFADGEN D,MIZUSEC,0,1
MCFADGEN D,SPROTTSE,41,17
MCFARLANE L,MACQUARI,10,28
MCGAHREN T,MERRILL,15,29
MCGANN F,MERRILL,113,404
MCGARRY S,CAPELEUR,3,10
MCGARRY S,GOLDMAN,1,7
MCGAVER R,CAPSTONE,9,9
MCGEE A,LEVESQUE,1,0
MCGILL B,BUCK,15,33
MCGILL B,JANNEY,83,383
MCGILL B,MERRILL,0,1
MCGILL B,MORNRES,2,2
MCGILL B,TELSEY,18,66
MCGILL B,WHEAT,1,0
MCGILL C,GRIFFMCB,3,3
MCGILL D,ZELMAN,18,0
MCGINLEY M,EVERCO,33,17
MCGINLEY M,NEEDHAM,24,89
MCGINLEY M,OLMSTEAD,0,1
MCGINN M,WHEAT,31,99
MCGINNIS C,SIDOTI,86,377
MCGINNIS M,MORGAN,10,11
MCGINNIS T,LAWRENCE,5,25
MCGINNISS G,MCLEOD,22,319
MCGLINCHEY P,SIDOTI,19,24
MCGLOIN J,ARBUTHNO,1,0
MCGLONE C,LAWRENCE,21,123
MCGOEY D,LAWRENCE,6,8
MCGOUGH B,MORGAN,1,9
MCGOVERN M,MERRILL,11,51
MCGOVERN M,OLMSTEAD,0,1
MCGOWAN G,SIDOTI,14,8
MCGOWAN M,BURNS,5,0
MCGOWAN S,CRUTTEN,13,58
MCGOWAN S,FAHN,11,16
MCGOWAN S,NEEDHAM,102,215
MCGRANAHAN C,BERN,21,374
MCGRATH B,FBOSTON,11,36
MCGRATH J,STIFEL,0,2
MCGRATH K,WBETH,10,39
MCGRATH M,BUCK,20,63
MCGRATH M,FRCLAYSC,1,63
MCGRATH M,LEHMAN,0,14
MCGRATH M,MKMPARTN,55,218
MCGRATH S,EVERCO,104,668
MCGRATH S,KEEFE,40,220
MCGRATTY C,CFRANOWM,0,1
MCGRATTY C,KEEFE,111,1345
MCGRATTY C,PIPER,0,1
MCGUIGAN L,BRILEY,9,11
MCGUIRE G,STEPHENS,8,69
MCGUIRE R,GLOVALUE,1,2
MCHENRY M,MPARTNER,1,1
MCHUGH J,SUMMCAP,5,3
MCHUGH S,EXANE,8,20
MCHUGH T,BLAIR,84,6
MCHUGH/NAPOLI,BLAIR,2,1
MCILREE J,BRADLEY,9,10
MCILREE J,CHARDAN,54,102
MCILREE J,DAWSON,14,39
MCILREE J,DOMINICK,12,19
MCILREE J,MERRILL,0,1
MCILREE J,RTXSECS,38,13
MCILREE J,UNTERBUR,40,31
MCILVEEN J,JCBSEC,3,9
MCINTOSH D,JOHNRICE,28,116
MCJOYNT-GRIFF T,KEEFE,8,0
MCJOYNT-GRIFFITH T,KEEFE,0,49
MCKAY J,WHEAT,9,85
MCKAY M,JEFFEREG,0,6
MCKAY N,OLMSTEAD,8,55
MCKEAN J,ATLANEQU,0,1
MCKECHNIE M,AMERTECH,26,79
MCKECHNIE M,EVERCO,19,69
MCKECHNIE M,HALLUM,16,56
